Faction,Tier,Name
Stoßtruppen,elite,Jannik the Impact Silent
Stoßtruppen,elite,Hammer the Breach Wrought
Stoßtruppen,elite,Hammer the Rupture Born
Stoßtruppen,elite,Frieda the Breaker of Gates
Stoßtruppen,elite,Rift the Steel Entry
Stoßtruppen,elite,Pascal the Close Death
Stoßtruppen,elite,Paula the Entry Flame
Stoßtruppen,elite,Heinrich the Wallbreaker
Stoßtruppen,elite,Scar the Rupture Born
Stoßtruppen,elite,Hauke the Hammered Entry
Stoßtruppen,elite,Brigitte the Ruin Walker
Stoßtruppen,elite,Sophie the Line Unmade
Stoßtruppen,elite,Rail the Close Death
Stoßtruppen,elite,Dieter the Steel Entry
Stoßtruppen,elite,Matthias the Wall Fallen
Stoßtruppen,elite,Guard the Gate Eater
Stoßtruppen,elite,Maren the Impact Crowned
Stoßtruppen,elite,Pulse the Rupture Born
Stoßtruppen,elite,Lotte the Breach Crowned
Stoßtruppen,elite,Brigitte the Impact Marked
Stoßtruppen,elite,Markus the Iron Entry
Stoßtruppen,elite,Sonja the Hammer Step
Stoßtruppen,elite,Eva the Wall Fallen
Stoßtruppen,elite,Snap the Iron Threshold
Stoßtruppen,elite,Drill the Gate Split
Stoßtruppen,elite,Grim the Wall Fallen
Stoßtruppen,elite,Anton the Hammer Step
Stoßtruppen,leader,The Door Hammer of Faith
Stoßtruppen,leader,The Shock Doctrine Herald
Stoßtruppen,leader,The Doorbreaker Saint Albrecht
Stoßtruppen,leader,The Siege Entry Commander Fire
Stoßtruppen,leader,The Entry Saint of War Maren
Stoßtruppen,leader,The Iron Breacher-General Key
Stoßtruppen,leader,The Wallfall General Detlef
Stoßtruppen,leader,The Shock Vanguard Lord Otto
Stoßtruppen,leader,The Breach Saint of Iron
Stoßtruppen,leader,The Entry Saint of War Paul
Stoßtruppen,leader,Marshal of the Shock Host
Stoßtruppen,leader,Keeper of the First Impact
Stoßtruppen,leader,The Iron Breacher-General
Stoßtruppen,leader,The Linebreaker Prefect Svenja
Stoßtruppen,leader,The Impact Warden Gisela
Stoßtruppen,leader,The Shock Doctrine Herald Key
Stoßtruppen,leader,The Siege Shock Prefect Ines
Stoßtruppen,leader,The First Strike Commander
Stoßtruppen,leader,The Siege Shock Prefect Monika
Stoßtruppen,leader,Warden of the Assault Creed
Stoßtruppen,leader,High Executor of the Breaking Line
Stoßtruppen,leader,Marshal of the Shock Host
Stoßtruppen,leader,The Impact Warden Viktor
Stoßtruppen,leader,The Shock Vanguard Lord Grim
Stoßtruppen,leader,The Wall Splitter Sonja
Stoßtruppen,leader,The Stoß Doctrine Keeper
Stoßtruppen,leader,The Assault Liturgist Rune
Stoßtruppen,leader,The Entry Saint of War Lennart
Stoßtruppen,leader,The Iron Impact Confessor Nils
Stoßtruppen,leader,The Hammer of Entry Grid
Stoßtruppen,leader,Warden of the Broken Line
Stoßtruppen,leader,The Iron Rush Commander Scar
Stoßtruppen,leader,Marshal of the Shock Host Line
Stoßtruppen,leader,The Doorline Executor Jörg
Stoßtruppen,leader,Keeper of the First Impact
Stoßtruppen,leader,The Wallbreaker Strategos
Stoßtruppen,leader,The Impact Warden Spike
Stoßtruppen,leader,Warden of the Assault Creed
Stoßtruppen,leader,The Wallfall General
Stoßtruppen,leader,Marshal of the Shock Host
Stoßtruppen,leader,Master of the Breach Doctrine
Stoßtruppen,leader,The Shock Doctrine Herald
Stoßtruppen,leader,Commander of the Breach Choir
Stoßtruppen,leader,The Siege Shock Prefect Point
Stoßtruppen,leader,High Executor of the Breaking Line
Stoßtruppen,leader,The Breachborn Marshal Greta
Stoßtruppen,leader,The Final Doorbreaker Helene
Stoßtruppen,leader,High Tactician of Close War
Stoßtruppen,leader,The Assault Liturgist Helga
Stoßtruppen,leader,The Close Combat Liturgist
Stoßtruppen,leader,The Final Doorbreaker Hauke
Stoßtruppen,leader,Lord of the Rupture Front
Stoßtruppen,leader,The Impact Warden Holger
Stoßtruppen,leader,Commander of the Stoßkern Anke
Stoßtruppen,leader,The Iron Entry Marshal Clara
Stoßtruppen,leader,Captain of the Entry Spear
Stoßtruppen,leader,The Stoß Doctrine Keeper Anja
Stoßtruppen,leader,The Stoß Marshal of Antioch
Stoßtruppen,leader,Commander of the Breach Choir
Stoßtruppen,leader,The Iron Impact Confessor
Stoßtruppen,leader,The Breach Saint of Iron Klaus
Stoßtruppen,leader,The Close Combat Liturgist
Stoßtruppen,leader,The Impact Warden Guard
Stoßtruppen,leader,The Close Combat Liturgist Uwe
Stoßtruppen,leader,The Impact Warden Ingrid
Stoßtruppen,leader,Warden of the Broken Line Nils
Stoßtruppen,leader,The Iron Impact Confessor Emma
Stoßtruppen,leader,The Iron Impact Confessor
Stoßtruppen,leader,The Impact Warden Hauke
Stoßtruppen,leader,Captain of the Entry Spear
Stoßtruppen,leader,The Iron Impact Confessor
Stoßtruppen,leader,The Linebreaker Prefect Shield
Stoßtruppen,leader,Warden of the Assault Creed
Stoßtruppen,leader,The Iron Rush Commander Pascal
Stoßtruppen,leader,High Tactician of Close War
Stoßtruppen,leader,The Steel Impact Prefect Jana
Stoßtruppen,leader,The Doorline Executor Blade
Stoßtruppen,leader,The Steel Impact Prefect
Stoßtruppen,leader,Warden of the Assault Creed
Stoßtruppen,leader,The Wallfall General Sabine
Stoßtruppen,leader,The Breach Apostle Line
Stoßtruppen,leader,The Breach Apostle Fire
Stoßtruppen,leader,Lord of the Rupture Front
Stoßtruppen,leader,The Wall Splitter Fang
Stoßtruppen,leader,The Assault Liturgist
Stoßtruppen,leader,The Shock Doctrine Herald Ingo
Stoßtruppen,leader,The Wallfall General Alina
Stoßtruppen,leader,The Doorbreaker Saint Ernst
Stoßtruppen,leader,Warden of the Assault Creed
Stoßtruppen,leader,Keeper of the First Impact
Stoßtruppen,leader,Master of the Breach Doctrine
Stoßtruppen,leader,The Assault Engineer General
Stoßtruppen,leader,The Shockline Marshal Karin
Stoßtruppen,leader,The Stoß Doctrine Keeper Otto
Stoßtruppen,leader,The Iron Entry Apostle Uwe
Stoßtruppen,leader,The Hammer of Entry Ash
Stoßtruppen,leader,The Entry Saint of War Monika
Stoßtruppen,leader,The Door Hammer of Faith Nina
Stoßtruppen,leader,The Breachborn Marshal Charge
Stoßtruppen,leader,The Assault Engineer General
Trench Ghosts,grunt,Edward the Final Echo
Trench Ghosts,grunt,Loop the Impact Faded
Trench Ghosts,grunt,Beatrice the Unmade Record
Trench Ghosts,grunt,Leonard the Broken Echo
Trench Ghosts,grunt,Shard the Smoke Forgotten
Trench Ghosts,grunt,Hilda the Crossed Out
Trench Ghosts,grunt,Will the Crossed Out
Trench Ghosts,grunt,Lorna the Overwritten
Trench Ghosts,grunt,Violet the Ash Residual
Trench Ghosts,grunt,Harriet the Static Born
Trench Ghosts,grunt,Blank the Undersigned
Trench Ghosts,grunt,Elsie the Static
Trench Ghosts,grunt,Anne the Shell Scarred
Trench Ghosts,grunt,Albert the Signal Dead
Trench Ghosts,grunt,William the Bone Marked
Trench Ghosts,grunt,Kathleen the Unrecorded
Trench Ghosts,grunt,Fade the Null Marked
Trench Ghosts,grunt,Dora the Wire Entangled
Trench Ghosts,grunt,Lionel the Severed Voice
Trench Ghosts,grunt,Silence the Forgotten Voice
Trench Ghosts,grunt,Anne the Impact Faded
Trench Ghosts,grunt,Lorna the War Unwritten
Trench Ghosts,grunt,Misheard the Signal Dead
Trench Ghosts,grunt,Smoke the Mapless
Trench Ghosts,grunt,Silence the Wire Entangled
Trench Ghosts,grunt,William the Missing
Trench Ghosts,grunt,Unknown the Final Echo
Trench Ghosts,grunt,Thomas the Trench Lost
Trench Ghosts,grunt,Cyril the Overwritten
Trench Ghosts,grunt,Broken the Severed Voice
Trench Ghosts,grunt,Null the Drifted Name
Trench Ghosts,grunt,Echo the Mapless
Trench Ghosts,grunt,Fray the Mud-Born
Trench Ghosts,grunt,Stanley the Ash Residual
Trench Ghosts,grunt,Malc the Drowned Memory
Trench Ghosts,grunt,Jory the Impact Faded
Trench Ghosts,grunt,Gervin the Null Marked
Trench Ghosts,grunt,Faded the Recordless
Trench Ghosts,grunt,Willum the Signal Dead
Trench Ghosts,grunt,Ada the Final Echo
Trench Ghosts,grunt,Lost the Recordless
Trench Ghosts,grunt,Charles the Field Lost
Trench Ghosts,grunt,Shade the Smoke Forgotten
Trench Ghosts,grunt,Hal the Null Marked
Trench Ghosts,grunt,Ash the Fogged Memory
Trench Ghosts,grunt,John the Mud-Born
Trench Ghosts,grunt,Stanley
Trench Ghosts,grunt,Jory the Ghost Line
Trench Ghosts,grunt,Dora the War Unwritten
Trench Ghosts,grunt,Flicker the Ghost Line
Trench Ghosts,grunt,Frederick the Lost Command
Trench Ghosts,grunt,Ethel the Redacted
Trench Ghosts,grunt,William the Final Echo
Trench Ghosts,grunt,Cyril the Static
Trench Ghosts,grunt,Florence the Unmade Record
Trench Ghosts,grunt,Leonard the Static
Trench Ghosts,grunt,George the Mud Erased
Trench Ghosts,grunt,Winfred the Null Marked
Trench Ghosts,grunt,Jack the Static
Trench Ghosts,grunt,Joan the Forgotten Voice
Trench Ghosts,grunt,John the Mapless
Trench Ghosts,grunt,Residue the Fogged Memory
Trench Ghosts,grunt,Pauline the Fogged Memory
Trench Ghosts,grunt,Beatrice the Shell Scarred
Trench Ghosts,grunt,Ash the Silent Transmission
Trench Ghosts,grunt,Ada the Unseen
Trench Ghosts,grunt,Sylvia the Name Broken
Trench Ghosts,grunt,Split the Smoke Forgotten
Trench Ghosts,grunt,Basil the Static
Trench Ghosts,grunt,Null the Recordless
Trench Ghosts,grunt,Mud the Signal Dead
Trench Ghosts,grunt,Ernest the Echoed
Trench Ghosts,grunt,Harriet the Shell Scarred
Trench Ghosts,grunt,Harlan the Mud-Born
Trench Ghosts,grunt,Frank the Signal Dead
Trench Ghosts,grunt,Leonard the War Unwritten
Trench Ghosts,grunt,Lorna the Broken Signal
Trench Ghosts,grunt,Henry the Missing
Trench Ghosts,grunt,Pearl the Mapless
Trench Ghosts,grunt,Half the Unmade Record
Trench Ghosts,grunt,Signal the War Unwritten
Trench Ghosts,grunt,Rust the Overwritten
Trench Ghosts,grunt,Ernest the Half-Remembered
Trench Ghosts,grunt,Residue the Shell Scarred
Trench Ghosts,grunt,Sever the Severed Voice
Trench Ghosts,grunt,Ernest the Null Marked
Trench Ghosts,grunt,Smoke the Static Born
Trench Ghosts,grunt,Frederick the Crossed Out
Trench Ghosts,grunt,Rust the Undersigned
Trench Ghosts,grunt,Constance the Static
Trench Ghosts,grunt,Hilda the Mud-Born
Trench Ghosts,grunt,Smoke the Ash-Forgotten
Trench Ghosts,grunt,Violet the Echo Fractured
Trench Ghosts,grunt,Rupert the Undersigned
Trench Ghosts,grunt,Buried the Ash-Forgotten
Trench Ghosts,grunt,Smoke the Hollowed
Trench Ghosts,grunt,Hilda the Crossed Out
Trench Ghosts,grunt,Faye the Unrecorded
Trench Ghosts,grunt,Wound the Unrecorded
Trench Ghosts,grunt,Static the Trench Lost
Trench Ghosts,elite,Loop Sector Deadzone 7
Trench Ghosts,elite,Wound Trench Severed Regiment
Trench Ghosts,elite,Echo Shellline Battalion
Trench Ghosts,elite,Rust Redacted Platoon
Trench Ghosts,elite,Ruby Silent Sector 2
Trench Ghosts,elite,Edwyn Burial Trench 6
Trench Ghosts,elite,Lost Missing Regiment 3
Trench Ghosts,elite,Beatrice Silent Sector 2
Trench Ghosts,elite,Willum Severed Regiment
Trench Ghosts,elite,Gervin Silent Sector 5
Trench Ghosts,elite,Dora Trench Forgotten Company
Trench Ghosts,elite,Willum Echo Front Division
Trench Ghosts,elite,Lionel Static Company
Trench Ghosts,elite,Pulse Fragmented Corps
Trench Ghosts,elite,Henry Hill Position 8-Lost
Trench Ghosts,elite,Residue Trench Fragment Corps
Trench Ghosts,elite,Winfred Silent Sector 2
Trench Ghosts,elite,Alice Trench Severed Regiment
Trench Ghosts,elite,Jean Trench Fade Regiment
Trench Ghosts,elite,Lillian
Trench Ghosts,elite,Mary Hill Position 8-Lost
Trench Ghosts,elite,Rupert Forgotten Corps
Trench Ghosts,elite,Willum Crater Edge Unit
Trench Ghosts,elite,Irene Grid 44-Broken
Trench Ghosts,elite,Remnant
Trench Ghosts,elite,Harriet Trench Line Delta
Trench Ghosts,elite,Nora Impact Sector 11
Trench Ghosts,elite,Jory Lost Formation
Trench Ghosts,elite,Thom Mudfront Regiment
Trench Ghosts,elite,Broken Burial Trench 3
Trench Ghosts,elite,Remnant White Line Ghost Unit
Trench Ghosts,elite,Winifred Static Front 2
Trench Ghosts,elite,Charles Static Company
Trench Ghosts,elite,Silence White Line Ghost Unit
Trench Ghosts,elite,Wound Impact Zone Beta
Trench Ghosts,elite,Rust Impact Sector 6
Trench Ghosts,elite,Harl Trench Rust Battalion
Trench Ghosts,elite,Oswin Crater Unit 9
Trench Ghosts,elite,Rose Trench Signal Corps
Trench Ghosts,elite,Overheard Trench Drift Unit
Trench Ghosts,elite,Cedric Impact Sector 11
Trench Ghosts,elite,Faye Burial Trench 10
Trench Ghosts,elite,Ghost Mudfront Regiment
Trench Ghosts,elite,Frederick Sector Deadzone 7
Trench Ghosts,elite,Cedric Barbed Line Corps
Trench Ghosts,elite,Kathleen Silent Battalion
Trench Ghosts,elite,William Static Front 5
Trench Ghosts,elite,Gervin Trench Line Alpha
Trench Ghosts,elite,Bone Trench Dead Zone
Trench Ghosts,elite,Evelyn Black Line Ghost Unit
Trench Ghosts,elite,Joan Ghost Sector 16
Trench Ghosts,elite,Ned Black Line Ghost Unit
Trench Ghosts,elite,Will Trench Fragment Corps
Trench Ghosts,elite,Maud Ghost Sector 18
Trench Ghosts,elite,Helen Trench Bone Division
Trench Ghosts,elite,Gertrude Grid 3-Fog
Trench Ghosts,elite,Dorothy Shellshock Division
Trench Ghosts,elite,Ernest Impact Zone Gamma
Trench Ghosts,elite,Scar Ghost Sector 16
Trench Ghosts,elite,Signal Trench Unwritten Unit
Trench Ghosts,elite,Trace Trench Line Delta
Trench Ghosts,elite,Ash Crater Unit 9
Trench Ghosts,elite,Fray Trench Null Field
Trench Ghosts,elite,James Static Front 9
Trench Ghosts,elite,Fray Hill Position 8-Lost
Trench Ghosts,elite,Undertone Sector MIA-4
Trench Ghosts,elite,June Trench Null Field
Trench Ghosts,elite,Lorna Trench Bone Division
Trench Ghosts,elite,Maud Trench Rust Battalion
Trench Ghosts,elite,Edric Trench Static Regiment
Trench Ghosts,elite,Sever Static Front 7
Trench Ghosts,elite,Edith Crater Unit 5
Trench Ghosts,elite,Fade Burial Trench 6
Trench Ghosts,elite,Arthurian Echo Front Division
Trench Ghosts,elite,Hilda Ghost Sector 14
Trench Ghosts,elite,Pulse Silent Battalion
Trench Ghosts,elite,Frank Trench Signal Corps
Trench Ghosts,elite,James Impact Sector 6
Trench Ghosts,elite,Ash Silent Sector 1
Trench Ghosts,elite,Wound Static Front 4
Trench Ghosts,elite,Sylvia Silent Sector 4
Trench Ghosts,elite,Hal Broken Transmission Corps
Trench Ghosts,elite,Ernest Unrecorded Division
Trench Ghosts,elite,Remnant Ghost Company 12
Trench Ghosts,elite,Hollow Trench Static Regiment
Trench Ghosts,elite,Harlan
Trench Ghosts,elite,James Grid 44-Broken
Trench Ghosts,elite,Harlan Impact Sector 6
Trench Ghosts,elite,Crossed Lost Coordinates Unit
Trench Ghosts,elite,Overheard Burial Trench 5
Trench Ghosts,elite,Harl Ghost Sector 20
Trench Ghosts,elite,Pearl
Trench Ghosts,elite,Overheard Wirebreak Regiment
Trench Ghosts,elite,Trace Wireline Battalion
Trench Ghosts,elite,Residue Burial Trench 10
Trench Ghosts,elite,Agnes Rust Battalion
Trench Ghosts,elite,Pearl Wireline Battalion
Trench Ghosts,elite,Nora Ghost Sector 16
Trench Ghosts,elite,Sever Trench Fragment Corps
Trench Ghosts,elite,Margaret Silent Sector 8
Trench Ghosts,leader,The Echo Officer of No Man’s Land
Trench Ghosts,leader,The Static Lieutenant of the Trenches
Trench Ghosts,leader,Warden of the Lost Front
Trench Ghosts,leader,The Hollowed War Marshal
Trench Ghosts,leader,The Mud-Bound Confessor Aubrey
Trench Ghosts,leader,The Static Ghost Captain Lorna
Trench Ghosts,leader,The Faded General of Mud War
Trench Ghosts,leader,The Echoed War Prefect Faded
Trench Ghosts,leader,The Broken Map General Stella
Trench Ghosts,leader,The Broken Map General Misread
Trench Ghosts,leader,The Ashen Field Marshal Gervin
Trench Ghosts,leader,The Null Record Keeper Alice
Trench Ghosts,leader,The Unwritten Order Lord
Trench Ghosts,leader,The Ghostline Tactician Blank
Trench Ghosts,leader,The Ghost Division Commander
Trench Ghosts,leader,The Unmarked Front Leader
Trench Ghosts,leader,The Mudgrave Strategist Murmur
Trench Ghosts,leader,The Faded Doctrine Commander
Trench Ghosts,leader,The Echoed Battalion Lord
Trench Ghosts,leader,The Trench Memory Keeper
Trench Ghosts,leader,The Redacted Strategos Unsaid
Trench Ghosts,leader,The Drowned Signal Captain
Trench Ghosts,leader,The Drowned Signal Captain
Trench Ghosts,leader,Warden of the Lost Front Fray
Trench Ghosts,leader,The Severed Chain Commander
Trench Ghosts,leader,The Static Field Marshal Smoke
Trench Ghosts,leader,The Ghost Division Commander
Trench Ghosts,leader,The Forgotten Regiment Master
Trench Ghosts,leader,The Broken Map General Murmur
Trench Ghosts,leader,The Ghost Division Commander
Trench Ghosts,leader,The Trench Memory Keeper
Trench Ghosts,leader,The Hollowed War Marshal
Trench Ghosts,leader,The Echoed Battalion Lord
Trench Ghosts,leader,The Broken Map General Crossed
Trench Ghosts,leader,The Unwritten Order Lord
Trench Ghosts,leader,The Forgotten Command Structure
Trench Ghosts,leader,The Drowned Signal Captain
Trench Ghosts,leader,The Ashwire Captain Bert
Trench Ghosts,leader,The Unmarked Front Leader Ruin
Trench Ghosts,leader,The Silent Battalion Prefect
Trench Ghosts,leader,The Echo Officer of No Man’s Land
Trench Ghosts,leader,Warden of the Lost Front Smoke
Trench Ghosts,leader,Warden of the Lost Front
Trench Ghosts,leader,The Ghostline Tactician Fade
Trench Ghosts,leader,The Forgotten War Clerk Beryl
Trench Ghosts,leader,The Mudgrave Strategist Ernest
Trench Ghosts,leader,The Faded General of Mud War
Trench Ghosts,leader,The Lost Rank Executor Jack
Trench Ghosts,leader,The Mud-Bound Confessor John
Trench Ghosts,leader,The Forgotten Regiment Master
Trench Ghosts,leader,The Signalless Commander Henry
Trench Ghosts,leader,The Missing War Warden Elsie
Trench Ghosts,leader,The Redacted Strategos Jack
Trench Ghosts,leader,The Echoed War Prefect Silence
Trench Ghosts,leader,The Final Unrecorded Marshal
Trench Ghosts,leader,The Mudgrave Strategist James
Trench Ghosts,leader,The Forgotten War Clerk Muriel
Trench Ghosts,leader,The Forgotten Command Structure
Trench Ghosts,leader,The Shadowed Officer of Impact Zones
Trench Ghosts,leader,The Forgotten War Clerk Ruby
Trench Ghosts,leader,The Unwritten Order Lord
Trench Ghosts,leader,The Unheard Orders General
Trench Ghosts,leader,The Trench Memory Keeper Mary
Trench Ghosts,leader,The Final Unrecorded Marshal
Trench Ghosts,leader,The Redacted Strategos Lillian
Trench Ghosts,leader,Warden of the Lost Front Shard
Trench Ghosts,leader,The Unrecorded Battalion Commander
Trench Ghosts,leader,The Severed Record Marshal
Trench Ghosts,leader,The Severed Chain Commander
Trench Ghosts,leader,The Null Battalion Overseer
Trench Ghosts,leader,The Missing Commander of Record
Trench Ghosts,leader,The Broken Map General Clara
Trench Ghosts,leader,The Echoed War Prefect Unsaid
Trench Ghosts,leader,The Missing Commander of Record
Trench Ghosts,leader,The Null Record Keeper Lost
Trench Ghosts,leader,Warden of the Lost Front
Trench Ghosts,leader,The Forgotten Command Structure
Trench Ghosts,leader,The Forgotten War Clerk Roder
Trench Ghosts,leader,The Lost Rank Executor Helen
Trench Ghosts,leader,The Shadowed Officer of Impact Zones
Trench Ghosts,leader,The Missing War Warden Flicker
Trench Ghosts,leader,The Null Record Keeper Rose
Trench Ghosts,leader,The Shadowed Officer of Impact Zones
Trench Ghosts,leader,The Signalless Commander
Trench Ghosts,leader,The Fogged Battalion Chief
Trench Ghosts,leader,The Unseen Line Commander Maud
Trench Ghosts,leader,The Ghostline Tactician
Trench Ghosts,leader,The Trench Warden Eternal Jean
Trench Ghosts,leader,The Silent Sector Warden Smoke
Trench Ghosts,leader,The Broken Map General
Trench Ghosts,leader,The Shadowed Officer of Impact Zones
Trench Ghosts,leader,The Redacted Strategos Faded
Trench Ghosts,leader,The Broken Transmission Officer
Trench Ghosts,leader,The Signalless Commander
Trench Ghosts,leader,The Final Unrecorded Marshal
Trench Ghosts,leader,The Trench Memory Keeper
Trench Ghosts,leader,Keeper of the Broken Roster
Trench Ghosts,leader,The Ashen Field Marshal Ruby
Trench Ghosts,leader,The Forgotten Command Structure
Trench Ghosts,leader,The Ghost Division Commander
Trench Pilgrims,grunt,Ezra
Trench Pilgrims,grunt,Fall Path of the Final Bell
Trench Pilgrims,grunt,Ruth
Trench Pilgrims,grunt,Azaria
Trench Pilgrims,grunt,Rachel
Trench Pilgrims,grunt,Mariam Way of the Silent Mercy
Trench Pilgrims,grunt,Sarah Path of the Hollow Crown
Trench Pilgrims,grunt,Sabra
Trench Pilgrims,grunt,Hadassah
Trench Pilgrims,grunt,Sorrow
Trench Pilgrims,grunt,Elisabet
Trench Pilgrims,grunt,Talia
Trench Pilgrims,grunt,Gate Path of the Burning Vow
Trench Pilgrims,grunt,Stephen
Trench Pilgrims,grunt,Burden
Trench Pilgrims,grunt,Promise Path of the Final Bell
Trench Pilgrims,grunt,Bell Way of the Thorned Bell
Trench Pilgrims,grunt,Simeon Way of the Weeping Bell
Trench Pilgrims,grunt,Brand
Trench Pilgrims,grunt,Levi
Trench Pilgrims,grunt,Dustborn
Trench Pilgrims,grunt,Silence
Trench Pilgrims,grunt,Levi
Trench Pilgrims,grunt,Zillah
Trench Pilgrims,grunt,Martha
Trench Pilgrims,grunt,Michal
Trench Pilgrims,grunt,Psalm
Trench Pilgrims,grunt,Elisabet
Trench Pilgrims,grunt,Drift Way of the Bone Lantern
Trench Pilgrims,grunt,Anna
Trench Pilgrims,grunt,Martha
Trench Pilgrims,grunt,Oath Route of the Ashen Saints
Trench Pilgrims,grunt,Veil Circuit of the Dust Walk
Trench Pilgrims,grunt,Mariam
Trench Pilgrims,grunt,David
Trench Pilgrims,grunt,Brand
Trench Pilgrims,grunt,Elisabet
Trench Pilgrims,grunt,Keziah
Trench Pilgrims,grunt,Dust
Trench Pilgrims,grunt,Hannah
Trench Pilgrims,grunt,Crown Path of the Silent Cross
Trench Pilgrims,grunt,Miriamne
Trench Pilgrims,grunt,Malach
Trench Pilgrims,grunt,Susanna
Trench Pilgrims,grunt,Caleb
Trench Pilgrims,grunt,Basil
Trench Pilgrims,grunt,Road March of the Burning Road
Trench Pilgrims,grunt,Deborah
Trench Pilgrims,grunt,Miriamne
Trench Pilgrims,grunt,Augustine
Trench Pilgrims,grunt,Dinah
Trench Pilgrims,grunt,Joanna
Trench Pilgrims,grunt,Dorcas
Trench Pilgrims,grunt,Echo
Trench Pilgrims,grunt,Elisheva
Trench Pilgrims,grunt,March
Trench Pilgrims,grunt,Rise Path of the Broken Way
Trench Pilgrims,grunt,Judith
Trench Pilgrims,grunt,Benedict
Trench Pilgrims,grunt,Vow
Trench Pilgrims,grunt,Annel Path of the Lantern Fast
Trench Pilgrims,grunt,Micah
Trench Pilgrims,grunt,Bell Path of the Kneeling Dead
Trench Pilgrims,grunt,Sabra Path of Nails and Ash
Trench Pilgrims,grunt,Abigail
Trench Pilgrims,grunt,Susanna
Trench Pilgrims,grunt,Shira
Trench Pilgrims,grunt,Barnabas
Trench Pilgrims,grunt,Veil
Trench Pilgrims,grunt,Chain
Trench Pilgrims,grunt,Joel
Trench Pilgrims,grunt,Sariel
Trench Pilgrims,grunt,Keziah
Trench Pilgrims,grunt,Ashen
Trench Pilgrims,grunt,Prayer
Trench Pilgrims,grunt,Hadassah
Trench Pilgrims,grunt,Delilah
Trench Pilgrims,grunt,Hannah
Trench Pilgrims,grunt,Matthias
Trench Pilgrims,grunt,Brand
Trench Pilgrims,grunt,Matthias
Trench Pilgrims,grunt,Mary Road of the Burning Ashes
Trench Pilgrims,grunt,Joel Way of the Thorned Bell
Trench Pilgrims,grunt,Wander Way of the Thorned Bell
Trench Pilgrims,grunt,Sabra
Trench Pilgrims,grunt,Nathan
Trench Pilgrims,grunt,Elisheva
Trench Pilgrims,grunt,Oath Road of Seven Sorrows
Trench Pilgrims,grunt,Andrew Road of the Ashen Choir
Trench Pilgrims,grunt,Ashen March of the Silent Road
Trench Pilgrims,grunt,Hosea Way of the Dust Martyrs
Trench Pilgrims,grunt,Dominic
Trench Pilgrims,grunt,Road Path of the Broken Way
Trench Pilgrims,grunt,Simeon
Trench Pilgrims,grunt,Orpah
Trench Pilgrims,grunt,Rachel Way of the Thorned Bell
Trench Pilgrims,grunt,Thomas
Trench Pilgrims,grunt,Rift Road of the Burning Ashes
Trench Pilgrims,grunt,Rift
Trench Pilgrims,grunt,Amos Road of the Burning Field
Trench Pilgrims,elite,Scar the Broken Bell
Trench Pilgrims,elite,Clement the Broken Vow
Trench Pilgrims,elite,Stone the Iron Pilgrim
Trench Pilgrims,elite,Annel the Silent Vow
Trench Pilgrims,elite,Abigail the Burning Burden
Trench Pilgrims,elite,Sabra the Endless Walker
Trench Pilgrims,elite,Sarah the Weeping Bell
Trench Pilgrims,elite,Judith the Hollow Faith
Trench Pilgrims,elite,Dorcas the Lanternless
Trench Pilgrims,elite,March the Hollow Faith
Trench Pilgrims,elite,Eliana the Weeping Path
Trench Pilgrims,elite,Magdalene the Thorn Crowned
Trench Pilgrims,elite,Reuben the Burning Step
Trench Pilgrims,elite,Orpah the Burning Burden
Trench Pilgrims,elite,Flame the Nameless Walker
Trench Pilgrims,elite,Franciszek
Trench Pilgrims,elite,Calebus the Silent Vow
Trench Pilgrims,elite,Elizabeth the Chain Bound
Trench Pilgrims,elite,Gideon the Chain Bound
Trench Pilgrims,elite,Malach the Iron Confessor
Trench Pilgrims,elite,Calebus the Final Burden
Trench Pilgrims,elite,Gideon the Lanternless
Trench Pilgrims,elite,Rite the Silent Reliquary
Trench Pilgrims,elite,Michal the Thorn Crowned
Trench Pilgrims,elite,Hannah the Final Burden
Trench Pilgrims,elite,Avia the Lantern Lost
Trench Pilgrims,elite,Elisabet the Chain Bearing
Trench Pilgrims,elite,Tobias the Chain Bound
Trench Pilgrims,elite,Eliasen the Ash Crowned
Trench Pilgrims,elite,Deborah the Hollow Road
Trench Pilgrims,elite,Prayer the Silent Confession
Trench Pilgrims,elite,Sarah the Bell Bound
Trench Pilgrims,elite,Dustborn the Hollow Faith
Trench Pilgrims,elite,Abigail the Endless Walker
Trench Pilgrims,elite,Sariel the Dust Covered
Trench Pilgrims,elite,Tamar the Final Step
Trench Pilgrims,elite,Mariam the Silent Confession
Trench Pilgrims,elite,Peter the Cross Kneeling
Trench Pilgrims,elite,Ignatius the Ashen Kneeler
Trench Pilgrims,elite,Michal the Burning Burden
Trench Pilgrims,elite,Chain the Cross Kneeling
Trench Pilgrims,elite,Rite the Hollow Faith
Trench Pilgrims,elite,Pilgrim the Broken Confession
Trench Pilgrims,elite,Joanna the Broken Path
Trench Pilgrims,elite,Miriamne the Cross Scarred
Trench Pilgrims,elite,Tobias the Cross Scarred
Trench Pilgrims,elite,Caleb the Cross Scarred
Trench Pilgrims,elite,Judah the Silent Vow
Trench Pilgrims,elite,John the Ashen Road
Trench Pilgrims,elite,Amos the Endless Walker
Trench Pilgrims,elite,Oath the Burning Chain
Trench Pilgrims,elite,Sarah the Iron Pilgrim
Trench Pilgrims,elite,Salome the Ashen Kneeler
